dataset_id	tissue_general
fd89be61-2869-4342-a86e-e1fce3a8f269	digestive system
599504e5-d4ad-45bd-9128-823faf0fb9c9	brain
13b61a7d-5605-4948-ba48-02c588960143	digestive system
f5be9ed2-5d41-4a52-91e4-4ff24ff84900	eye
00593d17-0693-4646-acad-89dbefba11bb	adipose tissue
b410249d-3a76-49b2-9f6f-7dede0481af6	adipose tissue
12c3efd8-d515-42e6-b93c-4961e599d524	ureter
dfdf1ae2-d624-4004-9353-f18b902f6bca	liver
d319af7f-be2e-441e-8caa-3b8a88480e89	eye
ae45e70d-cae7-45f5-8ee8-6655f208273c	skeletal system
2872f4b0-b171-46e2-abc6-befcf6de6306	colon
2872f4b0-b171-46e2-abc6-befcf6de6306	lymph node
de2c780c-1747-40bd-9ccf-9588ec186cee	blood
a84face4-eb30-4f43-994f-c6a13a097808	brain
a4116666-d295-4443-a174-0acc283f92c4	brain
cac02b79-9f54-4668-9235-60d3b76a4197	fallopian tube
4d43082e-59cd-43ac-b77d-54d55519c881	brain
ccfdcad0-7104-46b9-addf-fd66a2a15907	eye
8b2e5453-faf7-46ea-9073-aea69b283cb7	prostate gland
2856d06c-0ff9-4e01-bfc9-202b74d0b60f	brain
5a73f63f-18a2-49b5-b431-2c469c41a41b	brain
9d584fcb-a28a-4b91-a886-ceb66a88ef81	heart
93131426-0124-4ab4-a013-9dfbcd99d467	brain
9372df2d-13d6-4fac-980b-919a5b7eb483	brain
ea15345a-4b48-46c0-b641-f338649ebf13	adipose tissue
59923449-e303-43e6-9e63-03ef92f5ebd1	brain
59923449-e303-43e6-9e63-03ef92f5ebd1	spinal cord
01209dce-3575-4bed-b1df-129f57fbc031	lung
01209dce-3575-4bed-b1df-129f57fbc031	bone marrow
01209dce-3575-4bed-b1df-129f57fbc031	lymph node
01209dce-3575-4bed-b1df-129f57fbc031	blood
b6e502d7-0d07-408e-a291-91b63af0a40a	brain
d6a5b240-cc8f-45c1-ad36-2fc291e15e8e	brain
949573c7-2610-450d-8aaa-d4de4842901c	adipose tissue
87a06a2a-16c6-42f7-af1b-529fad431051	heart
a6388a6f-6076-401b-9b30-7d4306a20035	breast
d224c8e0-c28e-4360-9e42-b3977cd83f9f	lung
d224c8e0-c28e-4360-9e42-b3977cd83f9f	lymph node
d224c8e0-c28e-4360-9e42-b3977cd83f9f	liver
d224c8e0-c28e-4360-9e42-b3977cd83f9f	axilla
d224c8e0-c28e-4360-9e42-b3977cd83f9f	skeletal system
d224c8e0-c28e-4360-9e42-b3977cd83f9f	adrenal gland
d224c8e0-c28e-4360-9e42-b3977cd83f9f	brain
d224c8e0-c28e-4360-9e42-b3977cd83f9f	pleural fluid
7357bdd2-e05b-4e87-acd9-e3a26382648b	breast
095940cb-7422-4510-96e2-cbafd961eb88	brain
3a1df9df-425e-451f-9d69-1ba7985296d9	adipose tissue
6ceeaa86-9ceb-4582-b390-6d4dd6ff0572	small intestine
7d3ab174-e433-40fc-a352-6fe71b1a19f9	brain
dd03ce70-3243-4c96-9561-330cc461e4d7	brain
b47cf863-d90d-4fe5-a1eb-1a4785a3e329	pleural fluid
b47cf863-d90d-4fe5-a1eb-1a4785a3e329	lymph node
b47cf863-d90d-4fe5-a1eb-1a4785a3e329	lung
b47cf863-d90d-4fe5-a1eb-1a4785a3e329	liver
b47cf863-d90d-4fe5-a1eb-1a4785a3e329	axilla
b47cf863-d90d-4fe5-a1eb-1a4785a3e329	adrenal gland
595c9010-99ec-462d-b6a1-2b2fe5407871	brain
5e5ab909-f73f-4b57-98a0-6d2c5662f6a4	brain
0eccaf0c-19d2-4900-9962-899378adf8be	brain
4724c395-0c46-46d2-81f7-60fd271fb488	brain
ff7d15fa-f4b6-4a0e-992e-fd0c9d088ded	brain
d7dcfd8f-2ee7-4385-b9ac-e074c23ed190	kidney
8e5978bd-0e48-4a09-a92d-fa2985059f05	urinary bladder
1e5bd3b8-6a0e-4959-8d69-cafed30fe814	lung
182f6a56-7360-4924-a74e-1772e07b3031	brain
367b55f4-d543-49aa-90e8-4765fcb8c687	brain
11622d58-4dfe-4a81-b3d2-c4cabbfd636a	adipose tissue
fa554686-fc07-44dd-b2de-b726d82d26ec	brain
3de0ad6d-4378-4f62-b37b-ec0b75a50d94	lung
de985818-285f-4f59-9dbd-d74968fddba3	breast
a51c6ece-5731-4128-8c1e-5060e80c69e4	kidney
1cf24082-59de-4029-ac81-6e398768af3a	brain
64f4ad90-a422-400a-944d-4ce0f39594a7	brain
2f132ec9-24b5-422f-9be0-ccef03b4fe28	lung
700aed19-c16e-4ba8-9191-07da098a8626	brain
700aed19-c16e-4ba8-9191-07da098a8626	spinal cord
390b376d-8857-4b4b-991f-0d7326938172	brain
19e46756-9100-4e01-8b0e-23b557558a4c	blood
f8dda921-5fb4-4c94-a654-c6fc346bfd6d	brain
db1d2c1b-2ee1-45d5-9d53-69a327cd77e6	brain
e5b1115b-a486-49bb-bda3-8261822836e0	brain
20980d73-7c53-4039-b852-b76a01566d5a	brain
b3be4624-0723-4f1d-846c-d31025da3718	adipose tissue
ed33c203-233a-476a-a56b-28da945fdd32	brain
f512b8b6-369d-4a85-a695-116e0806857f	skin of body
72822932-10f6-466f-baf3-a2c1d89364bc	brain
72822932-10f6-466f-baf3-a2c1d89364bc	embryo
e3cc5b85-62ec-4add-bee3-73c8fd11e59d	nose
9ec34295-ab16-47e2-af33-b884143e520b	brain
70e4f35b-c98c-45a1-9aa9-2053b07315dd	brain
b806712d-18b0-454c-a0fe-9909159e07c7	ovary
b806712d-18b0-454c-a0fe-9909159e07c7	testis
5bc23cb2-8cfc-4960-bab1-c3027fbeefc4	brain
78c62d4e-abf1-405b-bb51-368720814529	bone marrow
821a8e3e-87ec-41ee-bd69-cd4377057d38	adipose tissue
c8d40d53-387b-48f2-9f89-72bfdb9c7c9f	breast
e1cc3162-6032-4e88-ad6b-57e8a65e0c55	musculature
88a01d4a-5197-45be-b5ae-e019aef43376	brain
ec6ef004-5f30-4a40-b282-980cca20a561	testis
e8681d74-ac9e-4be5-be14-1cf1bbd54dd7	brain
fe1a73ab-a203-45fd-84e9-0f7fd19efcbd	brain
f502c312-05dc-4fd4-a762-92a63e92b539	brain
234c23d0-d6cd-4612-a40d-e5811727564b	liver
1b767f95-d0a0-4a3d-b394-cc665d86c3dc	brain
19b21f40-db42-4a71-a0d6-913e83b17784	brain
fa8605cf-f27e-44af-ac2a-476bee4410d3	blood
3f56901c-dd4a-47d6-b60b-7b0c0111cfb2	brain
18500fcd-9960-49cb-8a8e-7d868dc14efe	brain
7e7f63c5-d964-40be-83de-ecbcccafd233	eye
03c544fb-a103-4d18-9230-eae9cfee3af2	fallopian tube
3e524d45-2265-4440-b903-3c30d51a0b17	ureter
11ef37ee-2173-458e-aab8-7fe35da8e47b	eye
ee1058a5-40ef-4f3f-8020-5476d7787e1e	adipose tissue
40318d39-3d8f-49f4-8455-a2e1365c5c5b	brain
489eaa11-c119-4a5f-b44b-81e33c80c0ef	brain
7c1c3d47-3166-43e5-9a95-65ceb2d45f78	brain
4593c820-512d-4805-a10f-c0b864a7cc8c	brain
1196334f-a441-474a-95ee-400780941690	eye
715327a6-7978-4896-ba91-69d6b04dbbfb	brain
e067e5ca-e53e-485f-aa8e-efd5435229c8	kidney
900fdf13-150d-4695-9f8c-4c09105ba2eb	brain
52f18bc3-52d9-487b-bf8f-f0b7aa684b09	brain
d582f63a-3c88-4e38-8cd3-8682dbe40f64	brain
acae7679-d077-461c-b857-ee6ccfeb267f	brain
d4cfefa0-3a35-44eb-b848-d7a725b481e7	lung
d4cfefa0-3a35-44eb-b848-d7a725b481e7	brain
d4cfefa0-3a35-44eb-b848-d7a725b481e7	skeletal system
d4cfefa0-3a35-44eb-b848-d7a725b481e7	liver
d4cfefa0-3a35-44eb-b848-d7a725b481e7	axilla
d4cfefa0-3a35-44eb-b848-d7a725b481e7	lymph node
d4cfefa0-3a35-44eb-b848-d7a725b481e7	adrenal gland
d4cfefa0-3a35-44eb-b848-d7a725b481e7	pleural fluid
e500acbf-f166-4c46-b290-f93506cf26d3	pleural fluid
e2a325e2-5633-4950-ae46-ebff70979e3b	brain
2672b679-8048-4f5e-9786-f1b196ccfd08	lung
5500c673-1610-40a0-86d9-64d987ae50e6	heart
4976b234-9028-4b4b-8a2f-8ac59d636219	brain
639ffc23-14db-4060-9027-3c90314200f8	brain
43b7e156-65b3-4a7b-8c7a-08528e4b21d0	brain
df1edb87-e512-43ae-b5f4-cb179cfc2bb4	exocrine gland
b6ee0939-b5b9-4e03-9d69-96fb6bf5d434	small intestine
644a578d-ffdc-446b-9679-e7ab4c919c13	spleen
4c4cd77c-8fee-4836-9145-16562a8782fe	blood
f5a04dff-d394-4023-8811-65494e8bb11d	brain
0e9d47fb-89b1-42d8-b426-2c7630b5f5fa	lung
0e9d47fb-89b1-42d8-b426-2c7630b5f5fa	respiratory system
5ae6ab72-1927-4d5b-9826-86be65791293	brain
74520626-b0ba-4ee9-86b5-714649554def	breast
3f31f8ce-bbf6-4df8-8203-aa240ed03026	brain
c05e6940-729c-47bd-a2a6-6ce3730c4919	brain
c05e6940-729c-47bd-a2a6-6ce3730c4919	central nervous system
c05e6940-729c-47bd-a2a6-6ce3730c4919	spinal cord
529bb209-9d7b-44da-bfa4-f6e4745c46c2	brain
0374f03c-62e2-4859-8a14-acb00b0627d5	brain
2423ce2c-3149-4cca-a2ff-cf682ea29b5f	kidney
551ad2bc-2e82-4541-8aab-849988d43752	musculature
1185a7d3-a9c1-4280-9ba5-d61895b15cac	brain
ecd9230d-c571-4dab-abd3-8b54c74833f0	brain
814f2c97-49e4-4a17-be26-fde3c4c57d1b	endocrine gland
814f2c97-49e4-4a17-be26-fde3c4c57d1b	liver
d288b10a-643e-44bd-b451-96e9588b2ee5	brain
5d3fc988-765d-48ba-bfb5-151ef2988cac	pleural fluid
d02287f3-408b-438d-9131-999e460cbd0e	brain
db0752b9-f20e-40b8-8997-992f3ae0bb2e	blood
31f04740-c712-4c4b-a3f8-55c0506b3034	brain
46ff9dc2-3d87-4b36-91aa-ffa8aa13c52e	brain
2d85960a-2ba8-4f54-9aec-537fae839f5d	lung
2d85960a-2ba8-4f54-9aec-537fae839f5d	respiratory system
9a64bf99-ebe5-4276-93a8-bee9dff1cd47	breast
0bae7ebf-eb54-46a6-be9a-3461cecefa4c	kidney
d2514440-d747-4d8d-b2c7-b58ef8b71fbe	brain
98219f72-0f9a-4de9-a859-c81834f24ab1	embryo
b6203114-e133-458a-aed5-eed1028378b4	brain
e6b2ce27-681b-4409-a053-2681875936e5	brain
f7a068f1-0fdb-48e8-8029-db870ff11d9e	brain
a4157949-6f2a-40e2-b960-63f6e2bde918	eye
949ec7fc-ac54-47c9-bb6f-ee9e67688cce	brain
f9846bb4-784d-4582-92c1-3f279e4c6f0c	lung
0920bcb8-4b3a-4e9d-a353-56f529fd3b32	milk
2e9d2f32-4cfb-49b5-b990-cbf4c241214e	heart
56c33a38-2732-4e53-a9c1-1bc61eda9a99	brain
524d4513-8afd-4120-9b7b-fe31ae10c29b	pleural fluid
6ed0bb6c-a9e3-4ba6-9436-7c8fd4e206f0	brain
9f499d32-400d-4c42-ac9a-fb1481844fee	brain
bc260987-8ee5-4b6e-8773-72805166b3f7	blood
f171db61-e57e-4535-a06a-35d8b6ef8f2b	placenta
71be997d-ff75-41b9-8a9f-1288c865f921	small intestine
71be997d-ff75-41b9-8a9f-1288c865f921	lung
71be997d-ff75-41b9-8a9f-1288c865f921	lymph node
71be997d-ff75-41b9-8a9f-1288c865f921	bone marrow
71be997d-ff75-41b9-8a9f-1288c865f921	musculature
71be997d-ff75-41b9-8a9f-1288c865f921	liver
71be997d-ff75-41b9-8a9f-1288c865f921	spleen
71be997d-ff75-41b9-8a9f-1288c865f921	omentum
71be997d-ff75-41b9-8a9f-1288c865f921	colon
71be997d-ff75-41b9-8a9f-1288c865f921	endocrine gland
71be997d-ff75-41b9-8a9f-1288c865f921	blood
71be997d-ff75-41b9-8a9f-1288c865f921	lamina propria
d2b5efc1-14c6-4b5f-bd98-40f9084872d7	brain
b62f728b-a7eb-4889-8162-b3d457de93b9	embryo
77c1c785-809f-4065-8c54-6a0170783256	brain
7b316f62-7fa0-4b95-bac9-e90866038a85	brain
1e4214ce-7347-4ec7-97b3-fcf7c1938e8b	lung
0087cde2-967d-4f7c-8e6e-40e4c9ad1891	brain
59b69042-47c2-47fd-ad03-d21beb99818f	blood
0041b9c3-6a49-4bf7-8514-9bc7190067a7	skin of body
0041b9c3-6a49-4bf7-8514-9bc7190067a7	mucosa
421e5f54-5de7-425f-b399-34ead0651ce1	brain
d8da613f-e681-4c69-b463-e94f5e66847f	lung
a19b218b-1c0a-4618-b41f-7c216c623ec6	brain
389bfbb9-8ef1-4582-8c41-410131c3d0eb	eye
c76098ba-eed3-45b1-98f2-96fcac55ed18	brain
8f48c031-6692-4c82-b6c2-e4ad35cbc0aa	brain
e8ac3386-31d4-48ba-aa70-1bae0cf020e7	brain
ab326369-b63c-48d8-8a7f-82ffa0df7002	embryo
b03e4ef8-4e6b-47f4-84a7-e8ed033d08cd	liver
c2aad8fc-b63b-4f9b-9cfd-baf7bc9c1771	brain
9ff99bf8-2524-4ab5-ab6e-4bc218e4a449	eye
a22a3aeb-5e68-4084-8a45-94b42015adf8	mucosa
a22a3aeb-5e68-4084-8a45-94b42015adf8	digestive system
8faa2c07-0080-4627-b1d7-e645a780d752	liver
27d91086-cfe3-4e33-9282-bd1246e5ce8e	brain
b2dda353-0c96-42df-8dcd-1ea7429a6feb	brain
7db0c178-b0a4-442f-ba54-e9e1633a84bb	brain
0de831e0-a525-4ec5-b717-df56f2de2bf0	brain
6acb6637-ac08-4a65-b2d1-581e51dc7ccf	brain
8a8aedcb-5bb3-453d-a9f0-f37951ae1515	brain
518d9049-2a76-44f8-8abc-1e2b59ab5ba1	colon
75e6eee5-d0e3-4291-9360-f288ffe6c7c4	brain
1c05b7ae-4dfb-4c1b-a441-4b23c04b169e	brain
8c42cfd0-0b0a-46d5-910c-fc833d83c45e	lung
8c42cfd0-0b0a-46d5-910c-fc833d83c45e	blood
ef1a4b05-540c-4f73-8ceb-49dfa800645d	lung
58c43cc2-e00e-43c4-94eb-8501369264e1	brain
471647b3-04fe-4c76-8372-3264feb950e8	bone marrow
471647b3-04fe-4c76-8372-3264feb950e8	blood
471647b3-04fe-4c76-8372-3264feb950e8	liver
a77176ec-96c8-4448-a3e7-b56940bdfab6	lymph node
a77176ec-96c8-4448-a3e7-b56940bdfab6	skin of body
a77176ec-96c8-4448-a3e7-b56940bdfab6	small intestine
a77176ec-96c8-4448-a3e7-b56940bdfab6	respiratory system
a77176ec-96c8-4448-a3e7-b56940bdfab6	stomach
c19275f5-739e-4796-ad5d-b0830b760db1	brain
e9175006-8978-4417-939f-819855eab80e	pleural fluid
e9175006-8978-4417-939f-819855eab80e	lymph node
e9175006-8978-4417-939f-819855eab80e	lung
e9175006-8978-4417-939f-819855eab80e	skeletal system
e9175006-8978-4417-939f-819855eab80e	brain
e9175006-8978-4417-939f-819855eab80e	liver
e9175006-8978-4417-939f-819855eab80e	adrenal gland
e9175006-8978-4417-939f-819855eab80e	axilla
d41f45c1-1b7b-4573-a998-ac5c5acb1647	lung
0b4a15a7-4e9e-4555-9733-2423e5c66469	kidney
589fe605-6d49-4abe-bff8-1675511c689a	embryo
90d4a63b-5c02-43eb-acde-c49345681601	fallopian tube
5ce42b38-d867-487f-9b40-e8bb00b21d0b	colon
2f05ab20-a092-4bab-9276-3e0eb24e3fee	brain
100c6145-7b0e-4ba6-81c1-ffebed0d1ac4	brain
a20e2f2a-e171-450a-8ddc-8935c2977ad6	bone marrow
459dc9de-9ab8-4e4d-ac44-182595b1c18b	eye
6a30bf44-c490-41ac-965b-0bb58432b10a	skin of body
6a30bf44-c490-41ac-965b-0bb58432b10a	spleen
6a30bf44-c490-41ac-965b-0bb58432b10a	yolk sac
6a30bf44-c490-41ac-965b-0bb58432b10a	liver
6a30bf44-c490-41ac-965b-0bb58432b10a	endocrine gland
6a30bf44-c490-41ac-965b-0bb58432b10a	digestive system
6a30bf44-c490-41ac-965b-0bb58432b10a	bone marrow
6a30bf44-c490-41ac-965b-0bb58432b10a	kidney
6a30bf44-c490-41ac-965b-0bb58432b10a	lymph node
1c9f5c6b-73da-4d17-95de-df080ffe0df1	brain
76347874-8801-44bf-9aea-0da21c78c430	lung
76347874-8801-44bf-9aea-0da21c78c430	pleural fluid
76347874-8801-44bf-9aea-0da21c78c430	liver
76347874-8801-44bf-9aea-0da21c78c430	lymph node
76347874-8801-44bf-9aea-0da21c78c430	adrenal gland
76347874-8801-44bf-9aea-0da21c78c430	axilla
9f984b44-9c72-4aa3-b8c5-65823071c3d6	brain
b1d37bbd-9ae4-4404-b2f9-f2fe66750e4e	brain
2185eb07-22e2-4209-b3c8-7111afc6aa90	spinal cord
2185eb07-22e2-4209-b3c8-7111afc6aa90	brain
171b03c9-516b-499c-a434-fa4f70191988	brain
dd018fc0-8da7-4033-a2ba-6b47de8ebb4f	prostate gland
fe52003e-1460-4a65-a213-2bb1a508332f	small intestine
fe52003e-1460-4a65-a213-2bb1a508332f	lung
fe52003e-1460-4a65-a213-2bb1a508332f	lymph node
fe52003e-1460-4a65-a213-2bb1a508332f	bone marrow
fe52003e-1460-4a65-a213-2bb1a508332f	musculature
fe52003e-1460-4a65-a213-2bb1a508332f	liver
fe52003e-1460-4a65-a213-2bb1a508332f	spleen
fe52003e-1460-4a65-a213-2bb1a508332f	omentum
fe52003e-1460-4a65-a213-2bb1a508332f	colon
fe52003e-1460-4a65-a213-2bb1a508332f	endocrine gland
fe52003e-1460-4a65-a213-2bb1a508332f	blood
fe52003e-1460-4a65-a213-2bb1a508332f	lamina propria
965386e9-1e4f-466d-bf59-ebdca4b66b9b	bone marrow
ddb22b3d-a75c-4dd1-9730-dff7fc8ca530	liver
0a2d7e87-c3c0-4ed2-86df-ae18811fcc16	brain
d967b47c-a9e6-4337-b2f4-977f690cb67f	eye
9fcb0b73-c734-40a5-be9c-ace7eea401c9	mucosa
04a23820-ffa8-4be5-9f65-64db15631d1e	brain
04a23820-ffa8-4be5-9f65-64db15631d1e	spinal cord
dea1aa78-c0a2-413f-b375-f91cce49e4d0	brain
c2a461b1-0c15-4047-9fcb-1f966fe55100	blood
b8920ef5-7d22-497b-abca-a7a9eb76d79a	brain
5e717147-0f75-4de1-8bd2-6fda01b8d75f	blood
d5a2d011-3765-4dad-ac36-3fff087589fe	brain
9a281de7-cee5-4e80-8584-1929f46f152f	eye
94c41723-b2c4-4b59-a49a-64c9b851903e	brain
52ea546e-9229-40ef-b048-a2e694dd73e8	brain
ff45e623-7f5f-46e3-b47d-56be0341f66b	pancreas
b07fb54c-d7ad-4995-8bb0-8f3d8611cabe	esophagus
99950e99-2758-41d2-b2c9-643edcdf6d82	lymph node
6538ce1b-7949-405f-b01c-a2c3e876baee	brain
cf83c98a-3791-4537-bbde-a719f6d73c13	blood
a56f1a6b-071c-4780-9832-33ca9b8fb391	brain
3c75a463-6a87-4132-83a8-c3002624394d	blood
7f08cbcc-5790-4576-8478-10e9a999b316	breast
a37f857c-779f-464e-9310-3db43a1811e7	small intestine
0a21f80c-e7a3-465b-8aba-fdda2b4c36bc	endocrine gland
a190b2e9-3796-4785-9a2f-013e2a9a43e6	brain
aad97cb5-f375-45ef-ae9d-178e7f5d5180	eye
bc2a7b3d-f04e-477e-96c9-9d5367d5425c	blood
96baf2e0-60c5-48cf-b1d1-cba657851507	adipose tissue
a30db232-08a6-48f0-ab9f-ad6977b8a6b1	brain
11ff73e8-d3e4-4445-9309-477a2c5be6f6	endocrine gland
e47c65a8-7d2f-48b8-908e-04ea6505fa26	breast
773b9b2e-70c8-40be-8cbb-e7b5abab360d	large intestine
773b9b2e-70c8-40be-8cbb-e7b5abab360d	small intestine
773b9b2e-70c8-40be-8cbb-e7b5abab360d	stomach
773b9b2e-70c8-40be-8cbb-e7b5abab360d	esophagogastric junction
773b9b2e-70c8-40be-8cbb-e7b5abab360d	esophagus
773b9b2e-70c8-40be-8cbb-e7b5abab360d	colon
5bc42b88-bb76-4954-927b-8bb7369adc64	placenta
5bc42b88-bb76-4954-927b-8bb7369adc64	blood
9d5df009-eb76-43a3-b6cd-22017cc53700	colon
9d5df009-eb76-43a3-b6cd-22017cc53700	small intestine
9d5df009-eb76-43a3-b6cd-22017cc53700	digestive system
48c4a72a-bc2a-4d7c-9146-a7c2ab1d7d9f	cortex
48c4a72a-bc2a-4d7c-9146-a7c2ab1d7d9f	brain
48c4a72a-bc2a-4d7c-9146-a7c2ab1d7d9f	head
9fddb063-056d-4202-8b8a-4b0ee531d3ce	breast
31f657dc-1875-4c4b-a5ca-ce63b3ef3a82	pancreas
ec6ceff8-c8bc-488d-b6bf-30df2fa92169	liver
6d41668c-168c-4500-b06a-4674ccf3e19d	liver
79d485a8-b8b1-49f2-85aa-c44e5206aa53	brain
99e317c0-1fab-4f73-b511-859e752fd1c3	heart
9968be68-ab65-4a38-9e1a-c9b6abece194	small intestine
9968be68-ab65-4a38-9e1a-c9b6abece194	lung
9968be68-ab65-4a38-9e1a-c9b6abece194	respiratory system
9968be68-ab65-4a38-9e1a-c9b6abece194	colon
9968be68-ab65-4a38-9e1a-c9b6abece194	liver
9968be68-ab65-4a38-9e1a-c9b6abece194	esophagus
9968be68-ab65-4a38-9e1a-c9b6abece194	stomach
9434b020-de42-43eb-bcc4-542b2be69015	heart
37b21763-7f0f-41ae-9001-60bad6e2841d	pancreas
c6413315-7158-46c5-a5fd-7228385694f1	fallopian tube
eec3e37d-ed41-4881-bc6e-aaf39a2c6eb0	brain
92161459-9103-4379-ae34-73a38eee1d1d	brain
8fbed309-d3d4-441b-b3ff-e2dcbcec2d35	lung
bab7432a-5cfe-45ea-928c-422d03c45cdd	brain
d0ea3ec4-0f3b-4649-9146-1c0b5f303a55	brain
17e9d436-a264-4c94-a42d-48c8daf6fdd9	blood
f7d003d4-40d5-4de8-858c-a9a8b48fcc67	brain
f7d003d4-40d5-4de8-858c-a9a8b48fcc67	spinal cord
c893ddc3-f25b-45e2-8c9e-155918b4261c	brain
a82c43bb-a703-446d-aa24-049bf013121f	blood
2ac76f1b-43ef-4271-8686-2f165570989f	lung
b46237d1-19c6-4af2-9335-9854634bad16	small intestine
b46237d1-19c6-4af2-9335-9854634bad16	colon
6ec405bb-4727-4c6d-ab4e-01fe489af7ea	uterus
d77ec7d6-ef2e-49d6-9e79-05b7f8881484	prostate gland
31285bcd-9a28-48ce-8cc0-543af80261d3	brain
ec062e17-ed4b-41a5-b13a-4712b6de5543	lymph node
fe4b89d5-461e-440c-a5a8-621b37b122c0	small intestine
fcadb222-82e2-43eb-a3ab-6af0a22051fe	lung
e6dad530-418b-47f9-af6e-472e56a7b314	eye
3dc61ca1-ce40-46b6-8337-f27260fd9a03	lung
d8732da6-8d1d-42d9-b625-f2416c30054b	respiratory system
30cd5311-6c09-46c9-94f1-71fe4b91813c	blood
b6b5ea88-e092-46e4-b9c5-e93b52d5c195	digestive system
5346f9c6-755e-4336-94cc-38706ec00c2f	brain
02792605-4760-4023-82ad-40fc4458a5db	liver
78fd69d2-75e4-4207-819a-563139f273c6	heart
f0f0d7c4-3bec-428e-9539-c99d36548d96	skin of body
ed2b673b-0279-454a-998c-3eec361edf54	heart
1062c0f2-2a44-4cf9-a7c8-b5ed58b4728d	heart
9c1b5626-58df-4401-ae7b-f66d068c1551	blood
e84f2780-51e8-4cfa-8aa0-13bbfef677c7	liver
572f3f3e-d3e4-4d13-8e2b-88215e508481	heart
59632ec0-6f10-48c6-af79-81024e84843e	blood
e7c5ba7e-4be0-4696-af50-a07d0dc7aac5	skin of body
c54c9659-1b6b-4d4a-96f0-7dc987410f2d	blood
4f1555bc-4664-46c3-a606-78d34dd10d92	bone marrow
e47a4c13-22ba-4c77-99bc-13f7d60af799	brain
7357cee7-9f7f-4ab0-8cec-90de8f047e38	large intestine
7357cee7-9f7f-4ab0-8cec-90de8f047e38	colon
c0fb0d06-225b-4611-b802-d2f34b438a29	blood
059022cf-885a-4ef8-944b-d9e5381aa1c6	cortex
059022cf-885a-4ef8-944b-d9e5381aa1c6	brain
b7efc0ba-9136-4f3f-adb2-d07849e59a3d	placenta
5829c7ba-697f-418e-8b98-d605b192dc48	brain
0ecea697-0f69-4d40-88e1-7f854e17e2b3	brain
242c6e7f-9016-4048-af70-d631f5eea188	blood
9ba03780-4b13-44bc-a7d3-ce532ea0a856	stomach
e3a7e927-2632-4575-993d-d0905cd5da8b	fallopian tube
e3a7e927-2632-4575-993d-d0905cd5da8b	uterus
e3a7e927-2632-4575-993d-d0905cd5da8b	abdomen
e3a7e927-2632-4575-993d-d0905cd5da8b	omentum
e3a7e927-2632-4575-993d-d0905cd5da8b	ovary
e3a7e927-2632-4575-993d-d0905cd5da8b	intestine
e3a7e927-2632-4575-993d-d0905cd5da8b	colon
e3a7e927-2632-4575-993d-d0905cd5da8b	urinary bladder
e3a7e927-2632-4575-993d-d0905cd5da8b	musculature
e3a7e927-2632-4575-993d-d0905cd5da8b	liver
e3a7e927-2632-4575-993d-d0905cd5da8b	large intestine
e3a7e927-2632-4575-993d-d0905cd5da8b	lymph node
e3a7e927-2632-4575-993d-d0905cd5da8b	paracolic gutter
b15ec84b-46e9-4678-b511-a0f81f9b545b	brain
b15ec84b-46e9-4678-b511-a0f81f9b545b	cortex
ecf2e08e-2032-4a9e-b466-b65b395f4a02	placenta
251b1a7e-d050-4486-8d50-4c2619eb0f46	brain
429d21fd-bb9a-4abf-922b-c15138524bdd	lung
d6dfdef1-406d-4efb-808c-3c5eddbfe0cb	colon
d6dfdef1-406d-4efb-808c-3c5eddbfe0cb	intestine
d6dfdef1-406d-4efb-808c-3c5eddbfe0cb	large intestine
3f6ab2aa-6c63-4753-b652-3a9b9e7c8ee5	blood
b693123e-95e6-4331-8b50-f367489a767e	fallopian tube
6c105286-54e3-4587-969f-30683390ff8c	brain
f9685456-c8a8-43ad-a326-476273ef36a0	hindlimb
f9685456-c8a8-43ad-a326-476273ef36a0	forelimb
146216e1-ec30-4fee-a1fb-25defe801e2d	brain
e6a11140-2545-46bc-929e-da243eed2cae	heart
caf8670f-e647-4f0c-bfba-163aa84ce602	brain
b3c9904b-2ffd-4038-8620-ee1c5b072e9c	musculature
a4e89c26-e8d4-4471-9b06-16a1405880f0	brain
bd65a70f-b274-4133-b9dd-0d1431b6af34	kidney
bd65a70f-b274-4133-b9dd-0d1431b6af34	blood
bd65a70f-b274-4133-b9dd-0d1431b6af34	lymph node
e6361237-ac4e-4c5d-ad8f-f16aca0c0a8f	brain
15d374d6-0dfd-4d8e-ade7-81f73dc921ee	musculature
5097d77d-08fa-4105-a18f-4072d61522a4	brain
9ddea8d9-cc4c-420a-90f6-880996f808d4	uterus
b61a921b-7fa3-4b42-b455-aaaf32447920	respiratory system
b61a921b-7fa3-4b42-b455-aaaf32447920	lung
e1f595f6-ba2c-495e-9bee-7056f116b1e4	brain
4023a2bc-6325-47db-bfdf-9639e91042c2	lung
60a29d0b-1a37-4447-ac32-00d701580b47	kidney
85c60876-7f35-40c5-a256-7808d84c6ba5	brain
7a0a8891-9a22-4549-a55b-c2aca23c3a2a	brain
574e9f9e-f8b4-41ef-bf19-89a9964fd9c7	prostate gland
3294d050-6eeb-4a00-b24c-71aacc9b777f	pancreas
e5233a94-9e43-418c-8209-6f1400c31530	esophagus
e5233a94-9e43-418c-8209-6f1400c31530	esophagogastric junction
e5233a94-9e43-418c-8209-6f1400c31530	stomach
e5233a94-9e43-418c-8209-6f1400c31530	small intestine
e5233a94-9e43-418c-8209-6f1400c31530	colon
