dataset_id	tissue_general
e5233a94-9e43-418c-8209-6f1400c31530	large intestine
535e9336-2d8d-43c3-944d-bcbebe20df8a	reproductive system
1873a18a-66fd-4a4d-8277-a872c93f5b59	liver
8ba5453f-7fab-4702-a3a6-4021b1f31a7a	brain
00e5dedd-b9b7-43be-8c28-b0e5c6414a62	eye
2ba40233-8576-4dec-a5f1-2adfa115e2dc	exocrine gland
2adb1f8a-a6b1-4909-8ee8-484814e2d4bf	adipose tissue
2adb1f8a-a6b1-4909-8ee8-484814e2d4bf	adrenal gland
2adb1f8a-a6b1-4909-8ee8-484814e2d4bf	vasculature
2adb1f8a-a6b1-4909-8ee8-484814e2d4bf	colon
2adb1f8a-a6b1-4909-8ee8-484814e2d4bf	bladder organ
2adb1f8a-a6b1-4909-8ee8-484814e2d4bf	bone marrow
2adb1f8a-a6b1-4909-8ee8-484814e2d4bf	brain
2adb1f8a-a6b1-4909-8ee8-484814e2d4bf	uterus
2adb1f8a-a6b1-4909-8ee8-484814e2d4bf	small intestine
2adb1f8a-a6b1-4909-8ee8-484814e2d4bf	large intestine
2adb1f8a-a6b1-4909-8ee8-484814e2d4bf	esophagus
2adb1f8a-a6b1-4909-8ee8-484814e2d4bf	fallopian tube
2adb1f8a-a6b1-4909-8ee8-484814e2d4bf	heart
2adb1f8a-a6b1-4909-8ee8-484814e2d4bf	kidney
2adb1f8a-a6b1-4909-8ee8-484814e2d4bf	liver
2adb1f8a-a6b1-4909-8ee8-484814e2d4bf	lung
2adb1f8a-a6b1-4909-8ee8-484814e2d4bf	musculature
2adb1f8a-a6b1-4909-8ee8-484814e2d4bf	omentum
2adb1f8a-a6b1-4909-8ee8-484814e2d4bf	pancreas
2adb1f8a-a6b1-4909-8ee8-484814e2d4bf	blood
2adb1f8a-a6b1-4909-8ee8-484814e2d4bf	pleura
2adb1f8a-a6b1-4909-8ee8-484814e2d4bf	prostate gland
2adb1f8a-a6b1-4909-8ee8-484814e2d4bf	spleen
2adb1f8a-a6b1-4909-8ee8-484814e2d4bf	stomach
2adb1f8a-a6b1-4909-8ee8-484814e2d4bf	endocrine gland
2adb1f8a-a6b1-4909-8ee8-484814e2d4bf	respiratory system
2adb1f8a-a6b1-4909-8ee8-484814e2d4bf	ureter
2adb1f8a-a6b1-4909-8ee8-484814e2d4bf	embryo
2adb1f8a-a6b1-4909-8ee8-484814e2d4bf	skeletal system
2adb1f8a-a6b1-4909-8ee8-484814e2d4bf	ovary
2adb1f8a-a6b1-4909-8ee8-484814e2d4bf	intestine
2adb1f8a-a6b1-4909-8ee8-484814e2d4bf	testis
2adb1f8a-a6b1-4909-8ee8-484814e2d4bf	skin of body
2adb1f8a-a6b1-4909-8ee8-484814e2d4bf	spinal cord
2adb1f8a-a6b1-4909-8ee8-484814e2d4bf	placenta
2adb1f8a-a6b1-4909-8ee8-484814e2d4bf	gallbladder
2adb1f8a-a6b1-4909-8ee8-484814e2d4bf	eye
ea95cdd5-cf7e-4d5d-a0bd-032776d32ae5	brain
ca46ffe6-0a26-4d8d-82fa-81722daf1102	adipose tissue
4ed927e9-c099-49af-b8ce-a2652d069333	musculature
4ed927e9-c099-49af-b8ce-a2652d069333	breast
4ed927e9-c099-49af-b8ce-a2652d069333	mucosa
4ed927e9-c099-49af-b8ce-a2652d069333	esophagus
4ed927e9-c099-49af-b8ce-a2652d069333	heart
4ed927e9-c099-49af-b8ce-a2652d069333	lung
4ed927e9-c099-49af-b8ce-a2652d069333	prostate gland
4ed927e9-c099-49af-b8ce-a2652d069333	skin of body
ed419b4e-db9b-40f1-8593-68fdf8dfb076	eye
a0754256-f44b-4c4a-962c-a552e47d3fdc	eye
d9f3a82c-24bb-4277-b715-8ec92a33dd32	blood
f32c2c13-bb1a-4ffd-a457-60b64ecfa4cb	brain
0caedec7-1c7d-4e79-aba2-50f6916e643f	fallopian tube
0caedec7-1c7d-4e79-aba2-50f6916e643f	uterus
0caedec7-1c7d-4e79-aba2-50f6916e643f	abdomen
0caedec7-1c7d-4e79-aba2-50f6916e643f	omentum
0caedec7-1c7d-4e79-aba2-50f6916e643f	ovary
0caedec7-1c7d-4e79-aba2-50f6916e643f	intestine
0caedec7-1c7d-4e79-aba2-50f6916e643f	colon
0caedec7-1c7d-4e79-aba2-50f6916e643f	urinary bladder
0caedec7-1c7d-4e79-aba2-50f6916e643f	musculature
0caedec7-1c7d-4e79-aba2-50f6916e643f	liver
0caedec7-1c7d-4e79-aba2-50f6916e643f	large intestine
0caedec7-1c7d-4e79-aba2-50f6916e643f	lymph node
0caedec7-1c7d-4e79-aba2-50f6916e643f	paracolic gutter
cfcec0ab-909c-4334-9683-b275e0b4dcc0	endocrine gland
a199ca73-035d-44e2-9893-4c493151db21	blood
2190bd4d-3be0-4bf7-8ca8-8d6f71228936	brain
2190bd4d-3be0-4bf7-8ca8-8d6f71228936	spinal cord
0436a180-cb44-47ba-8ffa-807b7a468469	fallopian tube
f95d8919-1f2a-405f-8776-bfecc0ab0f3f	kidney
d2fc9880-e6d3-4922-af5c-61f4f517adfa	brain
576f193c-75d0-4a11-bd25-8676587e6dc2	lung
576f193c-75d0-4a11-bd25-8676587e6dc2	pleural fluid
576f193c-75d0-4a11-bd25-8676587e6dc2	lymph node
576f193c-75d0-4a11-bd25-8676587e6dc2	adrenal gland
576f193c-75d0-4a11-bd25-8676587e6dc2	liver
576f193c-75d0-4a11-bd25-8676587e6dc2	axilla
576f193c-75d0-4a11-bd25-8676587e6dc2	brain
576f193c-75d0-4a11-bd25-8676587e6dc2	skeletal system
72f4798d-ba94-48ec-be01-9bb8a1f11f56	spleen
76150f40-1989-4977-9e23-696e72d59d9e	uterus
e40c6272-af77-4a10-9385-62a398884f27	colon
e40c6272-af77-4a10-9385-62a398884f27	intestine
e40c6272-af77-4a10-9385-62a398884f27	large intestine
6c87755e-a671-41a8-9c7e-4e43b850a57b	liver
6c87755e-a671-41a8-9c7e-4e43b850a57b	skeletal system
6c87755e-a671-41a8-9c7e-4e43b850a57b	breast
6c87755e-a671-41a8-9c7e-4e43b850a57b	neck
6c87755e-a671-41a8-9c7e-4e43b850a57b	axilla
6c87755e-a671-41a8-9c7e-4e43b850a57b	lung
cbec7853-d996-4493-bbf8-5d82857a4e51	small intestine
cbec7853-d996-4493-bbf8-5d82857a4e51	colon
cbec7853-d996-4493-bbf8-5d82857a4e51	large intestine
0ed60482-a34f-4268-b576-d69cc30210f6	brain
cb252df6-6e49-4553-abd1-495a00006fb1	skeletal system
cb252df6-6e49-4553-abd1-495a00006fb1	mucosa
cb252df6-6e49-4553-abd1-495a00006fb1	exocrine gland
cb252df6-6e49-4553-abd1-495a00006fb1	digestive system
cb252df6-6e49-4553-abd1-495a00006fb1	tongue
1a974af7-8b4b-4abb-8aba-23e2979d9518	brain
e595c979-c2de-4dad-8c02-8334a8e56de6	hindlimb
e595c979-c2de-4dad-8c02-8334a8e56de6	forelimb
07854d9c-5375-4a9b-ac34-fa919d3c3686	kidney
a19438aa-ef9a-4e9b-abb6-5a1357123bb8	pancreas
5af90777-6760-4003-9dba-8f945fec6fdf	blood
5af90777-6760-4003-9dba-8f945fec6fdf	adrenal gland
5af90777-6760-4003-9dba-8f945fec6fdf	kidney
5af90777-6760-4003-9dba-8f945fec6fdf	adipose tissue
5af90777-6760-4003-9dba-8f945fec6fdf	vasculature
de104f7e-14fa-4795-bd19-b5ee2c1563e0	brain
9d8e5dca-03a3-457d-b7fb-844c75735c83	adipose tissue
c202b243-1aa1-4b16-bc9a-b36241f3b1e3	brain
8f4f8502-9170-4ac2-9707-3b6985ebfe5f	heart
1d89d081-f43d-401a-be76-bd6ef9259f4e	liver
4a5b00e0-1ba3-4fd4-af89-d3512eb20720	blood
3f32121d-126b-4e8d-9f69-d86502d2a1b1	small intestine
019c7af2-c827-4454-9970-44d5e39ce068	small intestine
019c7af2-c827-4454-9970-44d5e39ce068	colon
bfbd9097-65a2-4019-aff3-f875aca51952	brain
486486d4-9462-43e5-9249-eb43fa5a49a6	lung
486486d4-9462-43e5-9249-eb43fa5a49a6	adrenal gland
486486d4-9462-43e5-9249-eb43fa5a49a6	pleural fluid
486486d4-9462-43e5-9249-eb43fa5a49a6	liver
486486d4-9462-43e5-9249-eb43fa5a49a6	brain
486486d4-9462-43e5-9249-eb43fa5a49a6	axilla
486486d4-9462-43e5-9249-eb43fa5a49a6	lymph node
486486d4-9462-43e5-9249-eb43fa5a49a6	skeletal system
21d3e683-80a4-4d9b-bc89-ebb2df513dde	blood
0ced5e76-6040-47ff-8a72-93847965afc0	endocrine gland
1a2e3350-28a8-4f49-b33c-5b67ceb001f6	bone marrow
4e374783-0152-423e-bcb6-b87cc232f64d	brain
ae29ebd0-1973-40a4-a6af-d15a5f77a80f	small intestine
ae29ebd0-1973-40a4-a6af-d15a5f77a80f	lung
ae29ebd0-1973-40a4-a6af-d15a5f77a80f	lymph node
ae29ebd0-1973-40a4-a6af-d15a5f77a80f	bone marrow
ae29ebd0-1973-40a4-a6af-d15a5f77a80f	musculature
ae29ebd0-1973-40a4-a6af-d15a5f77a80f	liver
ae29ebd0-1973-40a4-a6af-d15a5f77a80f	spleen
ae29ebd0-1973-40a4-a6af-d15a5f77a80f	omentum
ae29ebd0-1973-40a4-a6af-d15a5f77a80f	colon
ae29ebd0-1973-40a4-a6af-d15a5f77a80f	endocrine gland
ae29ebd0-1973-40a4-a6af-d15a5f77a80f	blood
ae29ebd0-1973-40a4-a6af-d15a5f77a80f	lamina propria
96a3f64b-0ee9-40d8-91e9-813ce38261c9	blood
f01bdd17-4902-40f5-86e3-240d66dd2587	exocrine gland
a357414d-2042-4eb5-95f0-c58604a18bdd	small intestine
a19d1667-a7b5-4556-9e5f-f9bfa690c0f1	skin of body
74d584f0-74fc-482e-b944-e76f29c1ab85	brain
aa633105-e8e5-4dcc-b72d-6da6c191b3e9	skin of body
aa633105-e8e5-4dcc-b72d-6da6c191b3e9	spleen
aa633105-e8e5-4dcc-b72d-6da6c191b3e9	yolk sac
aa633105-e8e5-4dcc-b72d-6da6c191b3e9	liver
aa633105-e8e5-4dcc-b72d-6da6c191b3e9	endocrine gland
aa633105-e8e5-4dcc-b72d-6da6c191b3e9	digestive system
aa633105-e8e5-4dcc-b72d-6da6c191b3e9	bone marrow
aa633105-e8e5-4dcc-b72d-6da6c191b3e9	kidney
aa633105-e8e5-4dcc-b72d-6da6c191b3e9	lymph node
bb78adbb-1428-4468-bad0-63602bb974e9	ovary
43245158-5ae1-4e71-a9a6-67eef49c26bc	heart
43245158-5ae1-4e71-a9a6-67eef49c26bc	vasculature
dea717d4-7bc0-4e46-950f-fd7e1cc8df7d	kidney
44c93f2b-dd66-4d15-81ef-de9394c76290	uterus
44c93f2b-dd66-4d15-81ef-de9394c76290	fallopian tube
44c93f2b-dd66-4d15-81ef-de9394c76290	omentum
44c93f2b-dd66-4d15-81ef-de9394c76290	ovary
44c93f2b-dd66-4d15-81ef-de9394c76290	intestine
44c93f2b-dd66-4d15-81ef-de9394c76290	abdomen
44c93f2b-dd66-4d15-81ef-de9394c76290	colon
44c93f2b-dd66-4d15-81ef-de9394c76290	urinary bladder
44c93f2b-dd66-4d15-81ef-de9394c76290	musculature
44c93f2b-dd66-4d15-81ef-de9394c76290	liver
44c93f2b-dd66-4d15-81ef-de9394c76290	large intestine
44c93f2b-dd66-4d15-81ef-de9394c76290	lymph node
44c93f2b-dd66-4d15-81ef-de9394c76290	paracolic gutter
1c739a3e-c3f5-49d5-98e0-73975e751201	heart
804d9a85-665b-45c6-b204-13457fdcc7ac	skin of body
804d9a85-665b-45c6-b204-13457fdcc7ac	spleen
804d9a85-665b-45c6-b204-13457fdcc7ac	yolk sac
804d9a85-665b-45c6-b204-13457fdcc7ac	liver
804d9a85-665b-45c6-b204-13457fdcc7ac	endocrine gland
804d9a85-665b-45c6-b204-13457fdcc7ac	digestive system
804d9a85-665b-45c6-b204-13457fdcc7ac	bone marrow
804d9a85-665b-45c6-b204-13457fdcc7ac	kidney
804d9a85-665b-45c6-b204-13457fdcc7ac	lymph node
d68a8b48-abf0-4bd5-8834-155d34ec448a	lung
03181d87-4769-41e7-8c39-d9a81835f0d2	brain
e59a4394-80db-42e4-85e6-8f0e59b81f42	cortex
e59a4394-80db-42e4-85e6-8f0e59b81f42	brain
e59a4394-80db-42e4-85e6-8f0e59b81f42	head
55cf0ea3-9d2b-4294-871e-bb4b49a79fc7	tongue
3b8b5de4-3aa1-4ac6-8890-8d03c8219981	brain
72955cdb-bd92-4135-aa52-21f33f9640db	vasculature
72955cdb-bd92-4135-aa52-21f33f9640db	heart
29244e1d-02e6-4133-b411-516ef7474638	endocrine gland
093d3bfe-6f0f-4ac0-a7a1-829f94d0a49f	lung
093d3bfe-6f0f-4ac0-a7a1-829f94d0a49f	respiratory system
1c9eb291-6d31-47e1-96b2-129b5e1ae64f	musculature
3d0d6923-a2c4-476f-a53e-3b7bfa010d90	breast
c4b03352-af8d-492a-8d6b-40f304e0a122	brain
a2d4d33e-4c62-4361-b80a-9be53d2e50e8	vasculature
a2d4d33e-4c62-4361-b80a-9be53d2e50e8	heart
cd2f23c1-aef1-48ae-8eb4-0bcf124e567d	bone marrow
d86edd6a-4b5d-437a-ad80-1fd976a5e23a	blood
32b9bdce-2481-4c85-ba1b-6ad5fcea844c	kidney
9940f951-3dc0-4579-bbb2-2392786e59a3	brain
d87f3f91-dca4-494b-8993-c4e3008a8fa5	brain
4fb330ab-2d74-4649-b58f-7ffef457efdf	reproductive system
a0d173dd-bb10-4d13-8b9a-e13a4ee83c8c	brain
6437bc9c-16cb-46c8-8f79-9a7384a0212a	brain
ac2fea99-ce08-4fca-8d03-a19f37bf21a3	reproductive system
7b55fe5c-d5c8-48e0-a1a3-54c5b9074f3f	lung
ecce9688-66ea-4600-98f7-84aed7421c01	brain
ecce9688-66ea-4600-98f7-84aed7421c01	embryo
bdb26abd-f4ba-4ea3-8862-c2340e7a4f55	brain
bdb26abd-f4ba-4ea3-8862-c2340e7a4f55	spinal cord
d01c9dff-abd1-4825-bf30-2eb2ba74597e	brain
0bc7235a-ae5a-479d-a487-510435377e55	brain
5bdc423a-59e6-457d-aa01-debd2c9c564f	brain
6d452161-70af-43dd-988c-e3c4050d31e8	pancreas
93091496-be48-4122-b945-9af9c22a7535	brain
e4710a02-8abc-48d5-a3e8-9ae7e9d79bdb	brain
f5b0810c-1664-4a62-ad06-be1d9964aa8b	brain
716a4acc-919e-4326-9672-ebe06ede84e6	brain
3079e9b0-c6db-45c8-b998-a4555a73968e	brain
40e79234-65e8-45e9-b555-5c663154a108	brain
40e79234-65e8-45e9-b555-5c663154a108	spinal cord
983d5ec9-40e8-4512-9e65-a572a9c486cb	blood
e4ddac12-f48f-4455-8e8d-c2a48a683437	brain
3affa268-8a74-460a-ac9b-a984c0832469	skin of body
3affa268-8a74-460a-ac9b-a984c0832469	spleen
3affa268-8a74-460a-ac9b-a984c0832469	yolk sac
3affa268-8a74-460a-ac9b-a984c0832469	liver
3affa268-8a74-460a-ac9b-a984c0832469	endocrine gland
3affa268-8a74-460a-ac9b-a984c0832469	digestive system
3affa268-8a74-460a-ac9b-a984c0832469	bone marrow
3affa268-8a74-460a-ac9b-a984c0832469	kidney
3affa268-8a74-460a-ac9b-a984c0832469	lymph node
b617ee1b-f8c8-4de9-b82b-e803ab93550d	lung
b617ee1b-f8c8-4de9-b82b-e803ab93550d	breast
b617ee1b-f8c8-4de9-b82b-e803ab93550d	skin of body
b617ee1b-f8c8-4de9-b82b-e803ab93550d	liver
b617ee1b-f8c8-4de9-b82b-e803ab93550d	eye
b617ee1b-f8c8-4de9-b82b-e803ab93550d	blood
b617ee1b-f8c8-4de9-b82b-e803ab93550d	large intestine
b617ee1b-f8c8-4de9-b82b-e803ab93550d	ovary
7f7faf6b-f11d-4f07-bc1c-188a4472748d	lung
cda2c8cd-be1c-42e5-b2cd-162caa1c4ce7	endocrine gland
be41a86a-b606-4b1c-8055-32f334898775	eye
a5d5c529-8a1f-40b5-bda3-35208970070d	brain
2aa1c93c-4ef3-4e9a-98e7-0bd37933953c	skin of body
2aa1c93c-4ef3-4e9a-98e7-0bd37933953c	spleen
2aa1c93c-4ef3-4e9a-98e7-0bd37933953c	yolk sac
2aa1c93c-4ef3-4e9a-98e7-0bd37933953c	liver
2aa1c93c-4ef3-4e9a-98e7-0bd37933953c	endocrine gland
2aa1c93c-4ef3-4e9a-98e7-0bd37933953c	digestive system
2aa1c93c-4ef3-4e9a-98e7-0bd37933953c	bone marrow
2aa1c93c-4ef3-4e9a-98e7-0bd37933953c	kidney
2aa1c93c-4ef3-4e9a-98e7-0bd37933953c	lymph node
ed5d841d-6346-47d4-ab2f-7119ad7e3a35	blood
7bb64315-9e5a-41b9-9235-59acf9642a3e	stomach
7bb64315-9e5a-41b9-9235-59acf9642a3e	small intestine
7bb64315-9e5a-41b9-9235-59acf9642a3e	esophagogastric junction
7bb64315-9e5a-41b9-9235-59acf9642a3e	esophagus
7bb64315-9e5a-41b9-9235-59acf9642a3e	large intestine
7bb64315-9e5a-41b9-9235-59acf9642a3e	colon
7c497c66-c2e2-4291-8b96-339e5e65f314	lung
cee11228-9f0b-4e57-afe2-cfe15ee56312	spleen
18e2a8c5-33f7-455e-a58a-b2ba6921db27	reproductive system
493a8b60-d676-44d1-b022-d14c1ad0b36c	lung
493a8b60-d676-44d1-b022-d14c1ad0b36c	respiratory system
2a7f90de-098a-4a6f-ac07-9e6462792412	breast
569bce19-14c3-436f-bebf-543e5ea025dc	respiratory system
569bce19-14c3-436f-bebf-543e5ea025dc	digestive system
569bce19-14c3-436f-bebf-543e5ea025dc	lung
f64e1be1-de15-4d27-8da4-82225cd4c035	lung
f64e1be1-de15-4d27-8da4-82225cd4c035	adrenal gland
f64e1be1-de15-4d27-8da4-82225cd4c035	pleural fluid
f64e1be1-de15-4d27-8da4-82225cd4c035	liver
f64e1be1-de15-4d27-8da4-82225cd4c035	lymph node
f64e1be1-de15-4d27-8da4-82225cd4c035	brain
f64e1be1-de15-4d27-8da4-82225cd4c035	axilla
f64e1be1-de15-4d27-8da4-82225cd4c035	skeletal system
f1606894-59df-4794-a37f-baa7c6fb6de1	heart
53bc5729-6202-4351-bc99-1f36139e9dc4	brain
675873e1-3f1d-4bd5-9fad-3ce8a5ad98e1	cortex
675873e1-3f1d-4bd5-9fad-3ce8a5ad98e1	brain
34229bdc-a895-4394-8820-574e4028d8c6	brain
0b75c598-0893-4216-afe8-5414cab7739d	kidney
5a11f879-d1ef-458a-910c-9b0bdfca5ebf	lymph node
5a11f879-d1ef-458a-910c-9b0bdfca5ebf	endocrine gland
5a11f879-d1ef-458a-910c-9b0bdfca5ebf	liver
5a11f879-d1ef-458a-910c-9b0bdfca5ebf	heart
5a11f879-d1ef-458a-910c-9b0bdfca5ebf	lung
5a11f879-d1ef-458a-910c-9b0bdfca5ebf	musculature
5a11f879-d1ef-458a-910c-9b0bdfca5ebf	uterus
5a11f879-d1ef-458a-910c-9b0bdfca5ebf	ovary
5a11f879-d1ef-458a-910c-9b0bdfca5ebf	vasculature
5a11f879-d1ef-458a-910c-9b0bdfca5ebf	exocrine gland
5a11f879-d1ef-458a-910c-9b0bdfca5ebf	tongue
5a11f879-d1ef-458a-910c-9b0bdfca5ebf	adipose tissue
5a11f879-d1ef-458a-910c-9b0bdfca5ebf	eye
5a11f879-d1ef-458a-910c-9b0bdfca5ebf	skin of body
5a11f879-d1ef-458a-910c-9b0bdfca5ebf	large intestine
5a11f879-d1ef-458a-910c-9b0bdfca5ebf	bladder organ
5a11f879-d1ef-458a-910c-9b0bdfca5ebf	spleen
5a11f879-d1ef-458a-910c-9b0bdfca5ebf	respiratory system
5a11f879-d1ef-458a-910c-9b0bdfca5ebf	small intestine
5a11f879-d1ef-458a-910c-9b0bdfca5ebf	bone marrow
5a11f879-d1ef-458a-910c-9b0bdfca5ebf	colon
5a11f879-d1ef-458a-910c-9b0bdfca5ebf	pancreas
5a11f879-d1ef-458a-910c-9b0bdfca5ebf	prostate gland
5a11f879-d1ef-458a-910c-9b0bdfca5ebf	testis
5a11f879-d1ef-458a-910c-9b0bdfca5ebf	sensory system
5a11f879-d1ef-458a-910c-9b0bdfca5ebf	peripheral nervous system
5a11f879-d1ef-458a-910c-9b0bdfca5ebf	stomach
5a11f879-d1ef-458a-910c-9b0bdfca5ebf	kidney
5a11f879-d1ef-458a-910c-9b0bdfca5ebf	mucosa
d4e69e01-3ba2-4d6b-a15d-e7048f78f22e	heart
7b20c613-9add-43d1-87e9-defd3d9b9f8c	brain
7b20c613-9add-43d1-87e9-defd3d9b9f8c	skin of body
7b20c613-9add-43d1-87e9-defd3d9b9f8c	breast
7b20c613-9add-43d1-87e9-defd3d9b9f8c	liver
7b20c613-9add-43d1-87e9-defd3d9b9f8c	kidney
8f10185b-e0b3-46a5-8706-7f1799225d79	eye
1b9d8702-5af8-4142-85ed-020eb06ec4f6	small intestine
1b9d8702-5af8-4142-85ed-020eb06ec4f6	lung
1b9d8702-5af8-4142-85ed-020eb06ec4f6	lymph node
1b9d8702-5af8-4142-85ed-020eb06ec4f6	bone marrow
1b9d8702-5af8-4142-85ed-020eb06ec4f6	musculature
1b9d8702-5af8-4142-85ed-020eb06ec4f6	liver
1b9d8702-5af8-4142-85ed-020eb06ec4f6	spleen
1b9d8702-5af8-4142-85ed-020eb06ec4f6	omentum
1b9d8702-5af8-4142-85ed-020eb06ec4f6	colon
1b9d8702-5af8-4142-85ed-020eb06ec4f6	endocrine gland
1b9d8702-5af8-4142-85ed-020eb06ec4f6	blood
1b9d8702-5af8-4142-85ed-020eb06ec4f6	lamina propria
e2808a6e-e2ea-41b9-b38c-4a08f1677f02	brain
a12ccb9b-4fbe-457d-8590-ac78053259ef	kidney
be401db3-d732-408a-b0c4-71af0458b8ab	brain
9ea52f85-a35e-4b5b-9207-e2f1de7dbbcd	brain
0d2ee4ac-05ee-40b2-afb6-ebb584caa867	lung
9ff9f9ba-016b-4cbb-8899-45dc20860b8b	brain
f7995301-7551-4e1d-8396-ffe3c9497ace	heart
015c230d-650c-4527-870d-8a805849a382	brain
e5c63d94-593c-4338-a489-e1048599e751	bladder organ
359f7af4-87d4-4117-9d6c-ca4cfa1f3f0b	eye
2c820d53-cbd7-4e0a-be7a-a0ad1989a98f	blood
93cb76aa-a84b-4a92-8e6c-66a914e26d4c	brain
98113e7e-f586-4065-a26a-60aa702f8d1c	brain
be35c935-ee4f-475c-9d3c-97630d59a735	breast
edc8d3fe-153c-4e3d-8be0-2108d30f8d70	nose
edc8d3fe-153c-4e3d-8be0-2108d30f8d70	respiratory system
74cff64f-9da9-4b2a-9b3b-8a04a1598040	placenta
74cff64f-9da9-4b2a-9b3b-8a04a1598040	blood
3a7f3ab4-a280-4b3b-b2c0-6dd05614a78c	brain
3a7f3ab4-a280-4b3b-b2c0-6dd05614a78c	spinal cord
a6858c10-c52a-4a1d-bc12-a90dbd51ca66	pleural fluid
a6858c10-c52a-4a1d-bc12-a90dbd51ca66	lymph node
a6858c10-c52a-4a1d-bc12-a90dbd51ca66	lung
a6858c10-c52a-4a1d-bc12-a90dbd51ca66	axilla
a6858c10-c52a-4a1d-bc12-a90dbd51ca66	adrenal gland
a6858c10-c52a-4a1d-bc12-a90dbd51ca66	brain
a6858c10-c52a-4a1d-bc12-a90dbd51ca66	skeletal system
a6858c10-c52a-4a1d-bc12-a90dbd51ca66	liver
2bdd3a2c-2ff4-4314-adf3-8a06b797a33a	brain
d0c12af4-c0e4-4c7b-873a-70752b449689	skin of body
d0c12af4-c0e4-4c7b-873a-70752b449689	spleen
d0c12af4-c0e4-4c7b-873a-70752b449689	yolk sac
d0c12af4-c0e4-4c7b-873a-70752b449689	liver
d0c12af4-c0e4-4c7b-873a-70752b449689	endocrine gland
d0c12af4-c0e4-4c7b-873a-70752b449689	digestive system
d0c12af4-c0e4-4c7b-873a-70752b449689	bone marrow
d0c12af4-c0e4-4c7b-873a-70752b449689	kidney
d0c12af4-c0e4-4c7b-873a-70752b449689	lymph node
5e5e7a2f-8f1c-42ac-90dc-b4f80f38e84c	adipose tissue
1b52ee22-c71a-4a0f-a4d2-c1be36d0b82a	cortex
1b52ee22-c71a-4a0f-a4d2-c1be36d0b82a	brain
1b52ee22-c71a-4a0f-a4d2-c1be36d0b82a	head
9c63201d-bfd9-41a8-bbbc-18d947556f3d	brain
98f5d518-1e60-4307-b732-ab045cd3cbc2	brain
598100f7-01da-4de4-998a-05917fd6c446	cortex
598100f7-01da-4de4-998a-05917fd6c446	brain
598100f7-01da-4de4-998a-05917fd6c446	head
04c94a7d-1133-42c9-bb48-c697bd302a8d	brain
605b89b1-c474-4180-8c0b-88afb5920991	brain
18eb630b-a754-4111-8cd4-c24ec80aa5ec	lymph node
eb499fd8-7000-419f-8854-926b9b61b11f	lung
3966ba97-beb8-4d0b-9954-d3775cd2cd61	placenta
3faad104-2ab8-4434-816d-474d8d2641db	blood
1252c5fb-945f-42d6-b1a8-8a3bd864384b	heart
34f5307e-7b4d-4a48-b68f-2ba844c6414b	breast
34f5307e-7b4d-4a48-b68f-2ba844c6414b	liver
34f5307e-7b4d-4a48-b68f-2ba844c6414b	brain
34f5307e-7b4d-4a48-b68f-2ba844c6414b	chest wall
34f5307e-7b4d-4a48-b68f-2ba844c6414b	skin of body
34f5307e-7b4d-4a48-b68f-2ba844c6414b	axilla
34f5307e-7b4d-4a48-b68f-2ba844c6414b	skeletal system
2a498ace-872a-4935-984b-1afa70fd9886	blood
e34f3f89-3a48-4173-a06a-9e9803f2e2b9	brain
975e13b6-bec1-4eed-b46a-9be1f1357373	breast
44c83972-e5d2-4858-ac58-2df9f4bf564b	brain
ac0fee7e-0999-4319-b244-20278e1ff2fb	brain
b165f033-9dec-468a-9248-802fc6902a74	brain
b165f033-9dec-468a-9248-802fc6902a74	spinal cord
fa27492b-82ff-4ab7-ac61-0e2b184eee67	eye
fa27492b-82ff-4ab7-ac61-0e2b184eee67	adrenal gland
fa27492b-82ff-4ab7-ac61-0e2b184eee67	brain
fa27492b-82ff-4ab7-ac61-0e2b184eee67	heart
fa27492b-82ff-4ab7-ac61-0e2b184eee67	intestine
fa27492b-82ff-4ab7-ac61-0e2b184eee67	kidney
fa27492b-82ff-4ab7-ac61-0e2b184eee67	liver
fa27492b-82ff-4ab7-ac61-0e2b184eee67	lung
fa27492b-82ff-4ab7-ac61-0e2b184eee67	musculature
fa27492b-82ff-4ab7-ac61-0e2b184eee67	pancreas
fa27492b-82ff-4ab7-ac61-0e2b184eee67	placenta
fa27492b-82ff-4ab7-ac61-0e2b184eee67	spleen
fa27492b-82ff-4ab7-ac61-0e2b184eee67	stomach
fa27492b-82ff-4ab7-ac61-0e2b184eee67	endocrine gland
215ede73-4f67-4a72-b77e-9c3b077b6dfc	brain
d567b692-c374-4628-a508-8008f6778f22	heart
8d1dd010-5cbc-43fb-83f8-e0de8e8517da	brain
a2c833f7-b7f1-4f4d-ad31-cae478b601b7	brain
ac0c6561-7a48-4185-af6f-af799f699172	brain
364bd0c7-f7fd-48ed-99c1-ae26872b1042	heart
ebc2e1ff-c8f9-466a-acf4-9d291afaf8b3	blood
776a1e4a-f141-49bb-9978-d0588a4cee9f	small intestine
776a1e4a-f141-49bb-9978-d0588a4cee9f	colon
776a1e4a-f141-49bb-9978-d0588a4cee9f	intestine
f72958f5-7f42-4ebb-98da-445b0c6de516	lung
f72958f5-7f42-4ebb-98da-445b0c6de516	respiratory system
f72958f5-7f42-4ebb-98da-445b0c6de516	nose
80a2c5b6-02e7-4fc0-9f12-179f5247c1bc	small intestine
80a2c5b6-02e7-4fc0-9f12-179f5247c1bc	colon
80a2c5b6-02e7-4fc0-9f12-179f5247c1bc	large intestine
